"filename", "language", "TypeScript", "Prisma", "MS SQL", "JavaScript", "comment", "blank", "total"
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/personal-library/services/personal-library-game/personal-library-game-write-service/personal-library-game-write.service.ts", "TypeScript", -1, 0, 0, 0, 0, -3, -4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/personal-library/types/personal-library-game/personal-library-game-with-details.type.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 10
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/personal-library/utils/personal-library-game-where-builder.util.ts", "TypeScript", -8, 0, 0, 0, 0, 2, -6
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/seeding/commands/platforms/seed-platform-types.command.ts", "TypeScript", -16, 0, 0, 0, 0, -5, -21
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/seeding/commands/platforms/seed-platforms.command.ts", "TypeScript", -16, 0, 0, 0, 0, -5, -21
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/seeding/seeders/games/games.seeder.ts", "TypeScript", -15, 0, 0, 0, 0, -3, -18
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/seeding/seeders/platforms/game-platforms.seeder.ts", "TypeScript", -60, 0, 0, 0, 0, -11, -71
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/seeding/seeders/platforms/platform-types.seeder.ts", "TypeScript", -87, 0, 0, 0, 0, -20, -107
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/seeding/seeders/platforms/platforms.seeder.ts", "TypeScript", -101, 0, 0, 0, -1, -22, -124
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/seeding/seeding.module.ts", "TypeScript", -9, 0, 0, 0, 0, 0, -9
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/shared/dto/response/pagination/base-paginate.dto.ts", "TypeScript", 5, 0, 0, 0, -5, 0, 0
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/main.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 1
"Total", "-", -464, -33, 8, 996, 44, -57, 494
